"plot_id","area_mn_500","contag_500","contig_mn_500","core_mn_500","division_500","ed_500","mesh_500","pr_500","shape_mn_500","shdi_500","shei_500","te_500","area_mn_1000","contag_1000","contig_mn_1000","core_mn_1000","division_1000","ed_1000","mesh_1000","pr_1000","shape_mn_1000","shdi_1000","shei_1000","te_1000","area_mn_2000","contag_2000","contig_mn_2000","core_mn_2000","division_2000","ed_2000","mesh_2000","pr_2000","shape_mn_2000","shdi_2000","shei_2000","te_2000","area_mn_5000","contag_5000","contig_mn_5000","core_mn_5000","division_5000","ed_5000","mesh_5000","pr_5000","shape_mn_5000","shdi_5000","shei_5000","te_5000"
"ADJU7",1.37684210526316,34.9203415739717,0.222873132418637,0.57,0.771386562578908,167.048929663609,17.9415825688073,6,1.32051166942149,1.50359310860643,0.839171291922473,13110,1.61768041237113,36.4441409889755,0.209997670419252,0.701443298969072,0.912364323581653,172.163273109645,27.5027043303699,7,1.36737378023649,1.58949515601135,0.816838925878982,54030,2.53179435483871,52.6459945597901,0.213657640686879,1.42911290322581,0.818780985149287,132.659643087508,227.56940227908,8,1.38221807012579,1.27306487806179,0.61221479543655,166590,3.64408077994429,68.5907975275763,0.215233412365959,2.51009749303621,0.382840896714685,95.1976915285979,4844.29780737259,8,1.38750948726342,0.820610503747156,0.394630234752472,747240
"ADJU8",1.91634146341463,45.1285120716326,0.24633405879586,1.08658536585366,0.678257880227625,118.747613592974,25.2792783505155,5,1.34924314919783,1.1651962887111,0.723977159795412,9330,3.20510204081633,55.3460230591381,0.22363523840393,2.06265306122449,0.472131427492385,99.3314231136581,165.803518624642,5,1.39900505546367,0.919608614523808,0.571384958325605,31200,3.74722388059701,59.8125125523408,0.222162976676629,2.57641791044776,0.396568260544779,91.4826498422713,757.499931172928,5,1.39425264012007,0.818476556365576,0.508548077587981,114840,3.20457329522254,64.9107953783506,0.221284170682829,2.1153858717844,0.444846302657605,106.100917431193,4356.84621674312,8,1.39239946875603,0.920403235126595,0.442620394311766,832680
"ADJUCP",3.015,60.39659243949,0.26040805762515,1.69961538461538,0.444821727272847,111.748947569843,43.5204247990815,5,1.50670497145895,0.761167855442632,0.472940179650328,8760,3.37645161290323,62.8382346275687,0.18778039501068,2.09516129032258,0.58099710008633,105.569886309353,131.571100601892,5,1.4136474570748,0.732729469241802,0.455270416821254,33150,3.72471810089021,67.1878658460714,0.158896499929429,2.49142433234421,0.400298759797568,96.938409693841,752.762987739299,6,1.34994180163071,0.723506819002009,0.403796844067311,121680,3.51330349149508,67.0683255763683,0.185261795930098,2.34745299910474,0.383563468418694,103.931596489619,4838.23773415283,7,1.38933750120163,0.782118582471305,0.401929443068583,815730
"JAYU2",1.70804347826087,33.8994757069368,0.276254422911748,0.620217391304348,0.806551121922929,180.98510882016,15.1992783505155,5,1.47632557250637,1.30792734312195,0.812660950147402,14220,2.37340909090909,48.9460438192723,0.231665480758986,1.21977272727273,0.631537345466558,143.828401800249,115.435665038782,6,1.41995385763684,1.1443892490266,0.638695800792746,45060,3.66271137026239,64.0154051174462,0.213785689992213,2.43078717201166,0.456267890571695,98.956467750794,683.096086395874,6,1.39624831893143,0.80582461360271,0.449739279988225,124320,4.68817204301075,73.6240971148202,0.206345285429354,3.48548387096774,0.318814035276913,78.0810397553517,5345.94745114679,7,1.37767328719561,0.633571312318374,0.32559124717344,612780
"JAYU3",1.28508196721311,26.5888093101376,0.238929544486128,0.244918032786885,0.896442454336109,250.287026406429,8.11787600459242,6,1.50195550338032,1.55513101391394,0.867935144544784,19620,2.21387323943662,46.2130823046727,0.213736205220539,1.05274647887324,0.858022453643125,154.499475140758,44.6334812482107,6,1.40929666740816,1.19214971221958,0.665351422829756,48570,3.97338607594937,65.4714066079228,0.215297874143103,2.70028481012658,0.429307361905913,93.3744295510477,716.555969464555,6,1.40546301525492,0.778895556952578,0.434709887308786,117240,5.04752411575563,75.125777139957,0.205934777481976,3.84158199356913,0.300868965474986,72.5719527577113,5487.40957688338,7,1.37873770551396,0.600728231862496,0.308713242568848,569610
"JUAN1",4.15421052631579,69.1301672748085,0.295581634265845,2.74263157894737,0.282545580780337,72.595971113645,56.628677309008,5,1.39658193650399,0.619318933859207,0.384804489240939,5730,4.1844,75.8914597336618,0.223896518744316,2.9868,0.250248022706157,72.2684255807284,235.294663034127,7,1.3195038328078,0.565882688933283,0.290806175818551,22680,5.95407582938389,78.8900273564879,0.236237745245549,4.6296682464455,0.215324400261138,59.6270028894142,985.79580270793,7,1.36470348078669,0.507275393873591,0.260687984036601,74910,5.14723278688525,75.7008655171529,0.19884565899089,3.84456393442623,0.357538807446628,75.6198141799573,5043.01840478347,9,1.36484467855514,0.677488363397319,0.308338241973729,593580
"JUAN7*",4.12578947368421,56.490692802013,0.220341598640085,2.25,0.286375242044656,114.045158821278,55.9410447761194,3,1.58125030527534,0.508690632920355,0.463030168301741,8940,5.50736842105263,78.8343788779152,0.206911339071634,4.08,0.167871595141402,63.9334862385321,261.221748853211,5,1.34928480523748,0.377018810700247,0.234254958074181,20070,5.84120930232558,78.4426821665153,0.209660238811801,4.6406511627907,0.172396365962497,56.1129425254407,1039.35429984234,5,1.34372737058607,0.408553196853436,0.25384837383105,70470,7.23442396313364,81.573964997858,0.209425074433274,5.84037788018433,0.218791966294396,55.5370826883755,6131.97527936708,9,1.39094999819492,0.513573222893278,0.233737246611315,435930
"LASM1*",3.1284,58.6037783295662,0.282645232533777,1.6848,0.374828678917476,119.294207901803,48.8946490218642,5,1.5624932477739,0.780233896276813,0.484786576884345,9330,4.69074626865672,71.9021034626357,0.206531165947304,3.34074626865672,0.242408109388306,75.028636884307,238.095979381443,5,1.44093507136314,0.545071146452474,0.338671745111381,23580,4.92388235294118,71.7587164881947,0.216769013501171,3.52588235294118,0.246075010655709,79.8747998948702,946.620677370798,5,1.4607746729548,0.530253519012721,0.329465035535773,100290,4.2746568627451,68.120477256434,0.205340335938595,2.95166666666667,0.330727235519663,93.6473898069256,5252.6333592881,6,1.41644382039075,0.690231045576431,0.385225281311785,734970
"LASM2",2.5258064516129,56.6265841149465,0.225390375103553,1.41967741935484,0.420042277711719,115.325670498084,45.4106896551724,5,1.43663828629176,0.849464120012771,0.527801733418873,9030,4.48842857142857,69.8408984013605,0.243464971630602,3.15771428571429,0.268200892404014,79.442375632579,229.923961615583,5,1.48437533404074,0.582830411065481,0.362132895318722,24960,4.68470149253731,73.302878209194,0.206819588204335,3.56507462686567,0.229901342480184,68.6499402628435,966.858864516129,5,1.39054599746564,0.520299271038886,0.32328011352236,86190,4.14565768621236,69.8259409060771,0.192469988919988,2.95245641838352,0.310283150007304,87.6520981226418,5412.71161519318,6,1.38654391167527,0.652928493731394,0.36440633072959,687870
"LASM3",2.70620689655172,63.6911809073026,0.222451466208016,1.63551724137931,0.332763445837893,102.064220183486,52.3647247706422,5,1.43897207949423,0.694394928165413,0.431451827250183,8010,4.61779411764706,70.2933355760275,0.236791398751171,3.22014705882353,0.25857658031987,80.7299130600936,232.814368013758,5,1.49558960153152,0.56434281049493,0.350645903228055,25350,4.84679536679537,74.2374247593591,0.200186258568183,3.6719305019305,0.217315827668815,68.3730044928783,982.519095210783,5,1.39355510055209,0.497134501141998,0.308887032734388,85830,4.30735455543359,71.0878568339463,0.194229281124126,3.10870472008782,0.292069249484471,84.4724770642202,5555.84053004587,6,1.39074875573348,0.624245165933419,0.348397860680688,662940
"MARI2*",2.5258064516129,43.8136954486648,0.232046914693254,1.30354838709677,0.742814110186286,120.306513409962,20.1376551724138,5,1.35053716407062,1.18917592908517,0.738876548078,9420,3.65127906976744,54.7496331535707,0.237507602180912,2.35151162790698,0.464066363917684,98.0223559759243,168.288521066208,5,1.41795005467155,0.947931377786694,0.588982880584098,30780,4.37644599303136,63.9197747471813,0.198791294196019,3.19641114982578,0.35451864603991,77.7921085315754,810.750399828031,5,1.38953272459294,0.751272753716451,0.46679200726683,97710,5.14315203145478,72.3091452381112,0.201799570250485,4.00216906946265,0.305675421022928,66.7048907746116,5449.3717418726,6,1.38353944911961,0.64266866389198,0.358680210669606,523530
"MARI3*",1.635,32.0097151513704,0.231708772115752,0.64125,0.812105462503156,182.721712538226,14.7459633027523,5,1.4917186913657,1.32849219921383,0.825438613661477,14340,2.73052173913043,49.8211976692602,0.228825870637587,1.61217391304348,0.778802412298374,118.849718161842,69.4582545141875,5,1.41798682666026,1.02331957901089,0.635824203658303,37320,4.2269696969697,61.1207537800525,0.19945854148225,3.01757575757576,0.404292901518015,82.3237030133582,747.856648505269,5,1.38814531744882,0.818245716188422,0.508404648521616,103350,4.82673431734317,69.9307497952691,0.202849597570988,3.6709594095941,0.352573516586746,72.4707483305238,5081.17784697774,6,1.39030019184256,0.699983009889967,0.390667956224917,568770
"MARI8*",1.66595744680851,44.7729599831646,0.210429678745837,0.802340425531915,0.577111903818206,143.67816091954,33.1121379310345,5,1.34733056415442,1.11310807449797,0.69161293262597,11250,2.01230769230769,39.8044025958968,0.217588717007686,0.896538461538462,0.842753957211093,165.32874617737,49.3626777522936,6,1.43515345486179,1.36497655228141,0.761807918821538,51900,2.6372268907563,47.1006726186013,0.20696308374083,1.41485294117647,0.886584642420876,142.768377784151,142.372566676226,6,1.4516517840836,1.20577788677953,0.672957451872164,179220,3.85677641277641,67.6064267032294,0.211127954717028,2.67510073710074,0.430975522853948,93.6135892790251,4466.01136985987,8,1.39343819682753,0.865009645136229,0.415981708453053,734730
"OROC1",2.619,55.148869114747,0.295209674401372,1.368,0.494459599359164,118.365788468881,39.7203092783505,5,1.451121680869,0.857382817350082,0.532721896710749,9300,3.34053191489362,62.8478194831219,0.233750051526876,2.09776595744681,0.349723131808186,99.5509697143403,204.193439380911,5,1.41362689388287,0.71157792045647,0.442128220640885,31260,3.21122762148338,56.8561202875012,0.242311804525638,1.94386189258312,0.444036294206679,114.663226053091,698.062469357035,5,1.40691350311741,0.835616729522925,0.519197865955043,143970,3.12339037007561,60.5494585839188,0.23377373617847,1.85182252288102,0.530480548764617,125.00955525998,3685.29573430262,7,1.41663754955213,0.935039783517361,0.480515394799342,981210
"PONC1*",3.2625,75.1179364065862,0.234938303688304,2.19375,0.201387237415775,67.816091954023,62.5313793103448,5,1.24774526871346,0.460174931701676,0.285922761074834,5310,4.5495652173913,74.7575450459747,0.219721002606827,3.22304347826087,0.214600451876947,75.210244648318,246.552626146789,5,1.36982378249066,0.457753514700964,0.284418250101156,23610,4.79267175572519,76.3312829685975,0.208557971154624,3.6037786259542,0.229545532257386,70.9814602446483,967.444266055046,6,1.35431207627516,0.500967126808357,0.27959507702459,89130,6.5017729908865,79.8714078438638,0.210809489810222,5.15244407622204,0.252117932707155,60.4041469792192,5869.10922657003,9,1.38469526370306,0.56409781872042,0.25673198112698,474030
"UTUA10",2.01,63.0598537016615,0.216090292637322,1.20923076923077,0.339161737897108,104.094910065059,51.8031113662457,5,1.3044482462283,0.687940119690037,0.427441229248541,8160,2.85463636363636,63.4533040625021,0.240610237848422,1.81963636363636,0.310940965755618,101.175121811407,216.371427343078,5,1.38002295889068,0.679501431640282,0.422197977561377,31770,2.52036144578313,58.9930250371441,0.208186133694877,1.56271084337349,0.355618644934553,114.871647784311,808.788813996845,5,1.34083940638376,0.766664464132621,0.476355414651022,144180,3.56104355716878,67.9656051275721,0.206465562064706,2.40643829401089,0.380967192131257,99.5115015021902,4858.50375387015,8,1.37549459430678,0.832032645572975,0.400123123875285,781020
"UTUA13",1.63125,45.0267081593274,0.185985772991996,0.675,0.662608006341657,173.180076628353,26.4177931034483,6,1.44954086279346,1.20868671761633,0.674580901273022,13560,2.72895652173913,56.8529496689562,0.199877110198973,1.62939130434783,0.460724412992368,121.403307523181,169.240857470605,6,1.4550588401156,0.959632803195341,0.535581265050482,38100,3.375,64.9787271593879,0.211554837710667,2.28725806451613,0.352952217982811,98.0406212664277,812.368490322581,6,1.41151955105419,0.767855348318409,0.428548229550713,123090,3.20072593800979,66.7162696330467,0.218539010260972,2.05315252854812,0.442854638515627,112.06929504675,4372.57708309442,9,1.41072199205506,0.904015989121262,0.411435407398017,879540
"UTUA16*",2.619,48.2073351722155,0.218702418020394,1.347,0.357007803140938,129.05689194349,50.5198969072165,3,1.50845811065715,0.620964993225248,0.565226695195689,10140,3.45263736263736,58.6505194653216,0.21011663190804,2.26582417582418,0.268659574839947,93.3829848181037,229.779848181037,3,1.42411162812153,0.511503263269832,0.465590334775835,29340,4.26918367346939,65.382339645148,0.205426760762319,2.94795918367347,0.404791203718738,88.699268607486,747.070368564463,6,1.41597434997589,0.820726990688798,0.458056455000845,111330,3.89523573200993,69.2020786259305,0.183727050192943,2.66694789081886,0.467661398156126,95.8720330237358,4178.27245201238,8,1.37510153745894,0.804220237490903,0.386748182803557,752490
"UTUA17*",1.70804347826087,46.5932878354006,0.279998533048664,0.80804347826087,0.836283621276713,142.802596410844,12.8631958762887,5,1.33894103562305,1.04416292231813,0.648774901008108,11220,3.492,64.9379884789687,0.231353607653127,2.29,0.312511234974657,95.0744558991982,216.063969072165,5,1.44347472011552,0.671886511671053,0.41746656176062,29880,3.55844192634561,59.6165403052384,0.240182492665105,2.25535410764873,0.402915958276315,109.00145685558,750.015177330372,5,1.47022118859576,0.785061726432354,0.487786276418103,136920,3.83617302052786,70.207048019957,0.207492074363481,2.56385630498534,0.452121763616536,102.091909474175,4300.19218050889,9,1.41365214356324,0.803976083375975,0.36590528417931,801300
"UTUA18",2.23971428571429,58.1590293799038,0.187506767629573,1.09542857142857,0.414156366450007,138.920780711826,45.9242824339839,5,1.45740925080521,0.763385058382026,0.474317805293582,10890,2.75368421052632,53.8400630756016,0.239655399838985,1.47789473684211,0.482414970593805,135.99006116208,162.480292431193,5,1.52020381726085,0.874226527953195,0.543187482536075,42690,2.90036951501155,56.5682052673891,0.21944739195662,1.63434180138568,0.518183910199916,132.339591992738,605.093554536334,6,1.44919815667932,0.934777302349099,0.52170914589994,166200,4.07367929423975,71.6479492313051,0.214324278070154,2.80914893617021,0.423977605199374,95.002789816025,4521.76427873702,9,1.41518734327532,0.76794874137327,0.349508534218329,745770
"UTUA2",1.66595744680851,42.2730191802338,0.239245646025458,0.566808510638298,0.548727705112961,189.655172413793,35.3346206896552,5,1.49661083194749,1.02603188402245,0.637509453515163,14850,2.85709090909091,63.689000607168,0.228746634068289,1.71736363636364,0.430723998168289,113.879343260787,178.91206185567,6,1.42504147409211,0.762454233506108,0.425533809978745,35790,3.05430656934307,62.1894266866828,0.202383792399133,1.9007299270073,0.394039942203287,114.496702036134,760.67377975337,6,1.39905744483425,0.806475802054481,0.450102715183046,143730,4.63324675324675,74.1843858114068,0.218249227281277,3.35220779220779,0.328403186660446,83.6200042809528,5271.17534079442,9,1.41343905054895,0.703596943897169,0.320220769034983,656310
"UTUA20*",3.26625,70.0510673277785,0.281273226695074,2.2425,0.279731783544522,66.5901262916188,56.4618254879449,5,1.24518189974073,0.624689308592245,0.388141290674252,5220,4.1856,67.2494574473855,0.262433190041731,2.9064,0.360023521010437,80.6574923547401,200.901416284404,6,1.39914966934171,0.748176573085463,0.417565295975693,25320,3.07698529411765,58.9911817690573,0.229176910277998,1.79647058823529,0.494735034815772,124.548952135159,634.314689941931,7,1.43615877405364,0.985570211290582,0.506482897871235,156360,3.33148981324278,64.0854962548396,0.221423138078569,2.09337860780985,0.458182932100481,115.333310400446,4252.71674777264,8,1.42278397338854,0.92335435662106,0.444039583760141,905250
"UTUA30*",4.62705882352941,64.9607187143604,0.274313661209636,3.21352941176471,0.216129319418335,70.556826849733,61.6592677345538,3,1.48598556960209,0.437808315755168,0.398510302743783,5550,3.10455445544554,69.2281079569513,0.21540247191432,2.10831683168317,0.261550423718201,87.734404898584,231.548249138921,5,1.35217881824531,0.577884873275183,0.359060059919426,27510,2.55292682926829,60.142461491759,0.207112320488502,1.61560975609756,0.345589485638071,111.684341263017,821.965782459157,5,1.34106349722929,0.744819095467774,0.462782123941218,140280,3.40205461638492,67.9023121749879,0.205865302238063,2.26494148244473,0.387862020139705,102.940164667569,4804.38942045272,8,1.36931598272075,0.81796779694953,0.393359361421986,807930
"UTUA5",1.54235294117647,50.2719569922303,0.220781719196865,0.78,0.464852934245872,135.011441647597,42.0946681922197,5,1.26412543301277,0.942341516711789,0.585509704618925,10620,2.20405594405594,55.3284511712256,0.213292160686981,1.26944055944056,0.390462201414807,124.119550732915,192.114123358081,5,1.36865236229908,0.831207833604393,0.516458464898022,39120,3.05605839416058,63.5702499931819,0.213563568949343,2.04503649635036,0.31555118444974,97.4013566446929,859.695090283749,5,1.34692578277564,0.69010879040247,0.428788700123731,122340,3.62690850277264,68.2132159214966,0.207641545600453,2.4637707948244,0.380969493016084,98.1190347869628,4858.54140802917,8,1.37580903747731,0.82759111698133,0.397987200117574,770100
"YAUC3",2.91333333333333,57.5201523874185,0.269685435634645,1.83666666666667,0.443608648524106,92.6773455377574,43.7657437070938,5,1.44918442062361,0.925272665419985,0.574904231018524,7290,3.37258064516129,61.6879854908854,0.224195619710528,2.19774193548387,0.425791535356488,96.6044954567193,180.100484935438,6,1.42233600037431,0.890860663730528,0.497198803204505,30300,4.75602272727273,70.7744695973358,0.218097057526985,3.49193181818182,0.290905663807372,77.6288438104795,890.331757580102,6,1.45571594193467,0.657791659323548,0.36712051512525,97470,5.26035522788204,77.3486615880837,0.213813232128225,4.01260053619303,0.261394030104644,71.3223630143532,5796.9120244252,8,1.41257030669631,0.582450717169272,0.28009958707411,559770
"YAUC4*",4.12105263157895,64.5324198225904,0.207223735858987,2.79473684210526,0.397608666930902,81.6091954022989,47.1672413793103,5,1.51706673236333,0.773555957770329,0.480637340399425,6390,3.52719101123596,54.1357742353399,0.219152157305039,2.10943820224719,0.479306508290548,115.443425076453,163.456100917431,5,1.50389823824816,0.923739076942548,0.573951358922254,36240,3.98657142857143,66.793164110412,0.213081946454143,2.76742857142857,0.342964714054296,91.9754413626699,825.085201032036,6,1.45091143861203,0.740103639063209,0.413059705710426,115500,4.77937271619976,76.3023589991319,0.212488970634198,3.5455724725944,0.300362441993307,77.7320320653234,5490.56665309586,9,1.39696386720549,0.647905055386697,0.294874298271403,610020
