"farm","radius","coastal_veg","coffee","developed","forest","mines","past/grass","shrub","water","no_data"
"LASM1*","900",0.00813830457627773,0.0246713105589151,0.863346815109253,0.0530758984386921,0.0507676489651203,0,0,0,0
"YAUC4*","900",0.139859050512314,0.0074294013902545,0.0707407742738724,0.0636996328830719,0.0858457684516907,0,0.632425427436829,0,0
"UTUA10","900",0.0199143253266811,0.0638860017061234,0.825229287147522,0.036378838121891,0.0545915178954601,0,0,0,0
"LASM2","900",0.00778446486219764,0.043840616941452,0.844077825546265,0.0290148239582777,0.0630520209670067,0,0,0.0122302956879139,0
"LASM3","900",0.00778446486219764,0.0417317971587181,0.84551215171814,0.0288848746567965,0.0687709376215935,0,0,0.00731577072292566,0
"JUAN7*","900",0.00106151797808707,0.026516942307353,0.898318290710449,0.00858528167009354,0.0655179917812347,0,0,0,0
"MARI8*","900",0.430072635412216,0.0638529658317566,0.0990020632743835,0.0822761133313179,0.0985608324408531,0,0.226235389709473,0,0
"PONC1*","900",0.00131562037859112,0.0320325344800949,0.8795365691185,0.00896769762039185,0.0758887901902199,0,0,0.00225878716446459,0
"UTUA16*","900",0,0.0546397939324379,0.844320118427277,0,0.0925479754805565,0,0,0.00849214382469654,0
"UTUA17*","900",0.0318587310612202,0.0591952987015247,0.805659115314484,0.0207727570086718,0.0825141295790672,0,0,0,0
"UTUA18","900",0.0254217404872179,0.0971211716532707,0.745230317115784,0.00641594128683209,0.125810831785202,0,0,0,0
"UTUA20*","900",0.0127101810649037,0.0311605464667082,0.804847002029419,0.0368859693408012,0.0442204512655735,0,0,0.0697186291217804,0.000457206653663889
"UTUA30*","900",0.00905142817646265,0.0515637435019016,0.875535905361176,0.0207571312785149,0.0430918484926224,0,0,0,0
"JAYU2","900",0.100722290575504,0.101445630192757,0.578895032405853,0.0393318571150303,0.142881080508232,0.00141535722650588,0.0346011035144329,0.000707678613252938,0
"JAYU3","900",0.11322858184576,0.11390084028244,0.540602684020996,0.0489520132541656,0.178157195448875,0.00141535722650588,0.00303565477952361,0.000707678613252938,0
"UTUA13","900",0.102162972092628,0.0451239123940468,0.706284463405609,0.0744915381073952,0.0662756860256195,0,0,0,0.0056614289060235
"ADJU7","900",0.147458985447884,0.0574706681072712,0.340448021888733,0.127551570534706,0.0788879320025444,0.247121274471283,0.00106151797808707,0,0
"ADJU8","900",0.178899243474007,0.0619005039334297,0.689325034618378,0.0302886925637722,0.0395865216851234,0,0,0,0
"OROC1","900",0.0145613700151443,0.0730892047286034,0.485296607017517,0.0113617843016982,0.0556909739971161,0,0.325323820114136,0.0346762537956238,0
"MARI2*","900",0.111192084848881,0.0391836725175381,0.699079871177673,0.0888648480176926,0.0554894767701626,0,0.00619008019566536,0,0
"MARI3*","900",0.129654124379158,0.0425794161856174,0.666776776313782,0.0756765007972717,0.0726278275251389,0,0.0126853222027421,0,0
"ADJUCP","900",0.00247687520459294,0.0699728652834892,0.696734607219696,0.00530758965760469,0.190601125359535,0,0.0349069349467754,0,0
"UTUA2","1000",0.00716524617746472,0.0510188564658165,0.79871255159378,0.026081494987011,0.098926492035389,0.018095325678587,0,0,0
"UTUA5","1000",0.0598325319588184,0.0555473901331425,0.672346949577332,0.051305714994669,0.0536844953894615,0,0.107282914221287,0,0
"YAUC3","1000",0.0616773255169392,0.0322093851864338,0.00107576732989401,0.097229965031147,0.0547535717487335,0,0.751620948314667,0,0.00143304921220988
"JUAN1","1000",0.0106109417974949,0.0268771816045046,0.70164966583252,0.0546495467424393,0.0414522551000118,0,0.164473801851273,0,0.00028660983662121
"LASM1*","1000",0.00696588540449739,0.0258471202105284,0.869757950305939,0.0438945144414902,0.0535345748066902,0,0,0,0
"YAUC4*","1000",0.12380888313055,0.0125333229079843,0.0810192450881004,0.0572939775884151,0.0852145701646805,0,0.64012998342514,0,0
"UTUA10","1000",0.0218575838953257,0.0604674108326435,0.830247759819031,0.0340500809252262,0.0533771552145481,0,0,0,0
"LASM2","1000",0.0063054165802896,0.0373154804110527,0.855066359043121,0.0235020071268082,0.0633571073412895,0,0,0.0144535806030035,0
"LASM3","1000",0.0063054165802896,0.0361128412187099,0.860627472400665,0.0235020071268082,0.0674334242939949,0,0,0.00601880671456456,0
"JUAN7*","1000",0.00085982953896746,0.0235739592462778,0.911970973014832,0.00716524617746472,0.0564300268888474,0,0,0,0
"MARI8*","1000",0.391784638166428,0.0740536227822304,0.11282355338335,0.0785942450165749,0.101845167577267,0,0.240325540304184,0,0.00057321967324242
"PONC1*","1000",0.00171965907793492,0.030374888330698,0.886461198329926,0.00807015132158995,0.0689357817173004,0,0,0.00443827966228127,0
"UTUA16*","1000",0,0.0499170161783695,0.854933381080627,9.39661404117942e-05,0.0881770551204681,0,0,0.00687863631173968,0
"UTUA17*","1000",0.026654714718461,0.0531807318329811,0.828548729419708,0.0171965900808573,0.074419230222702,0,0,0,0
"UTUA18","1000",0.0326137766242027,0.0963530018925667,0.733068108558655,0.0104823466390371,0.127482727169991,0,0,0,0
"UTUA20*","1000",0.0103179542347789,0.0445404201745987,0.797500371932983,0.0334666259586811,0.047907866537571,0,0,0.0619116723537445,0.0043551349081099
"UTUA30*","1000",0.0115988319739699,0.0549768544733524,0.859105885028839,0.0206969380378723,0.0536215007305145,0,0,0,0
"JAYU2","1000",0.0892620757222176,0.111458845436573,0.580905616283417,0.0383433811366558,0.125752568244934,0.00114643934648484,0.0525578781962395,0.00057321967324242,0
"JAYU3","1000",0.0934714153409004,0.10101930052042,0.585099160671234,0.0449732877314091,0.152503028512001,0.00114643934648484,0.0212141815572977,0.00057321967324242,0
"UTUA13","1000",0.0913091376423836,0.0401258207857609,0.73186856508255,0.0700535997748375,0.0620571002364159,0,0,0,0.00458575738593936
"ADJU7","1000",0.133651584386826,0.0611778236925602,0.394382625818253,0.12172544747591,0.0729457661509514,0.215256929397583,0.00085982953896746,0,0
"ADJU8","1000",0.146985337138176,0.0549722760915756,0.723284900188446,0.034100703895092,0.0406567640602589,0,0,0,0
"OROC1","1000",0.0262292511761189,0.0705579817295074,0.479047358036041,0.0115426760166883,0.0564799457788467,0,0.328055024147034,0.0280877649784088,0
"MARI2*","1000",0.0991982594132423,0.0368335358798504,0.716222822666168,0.0828538164496422,0.0546684339642525,0,0.0102231241762638,0,0
"MARI3*","1000",0.120691686868668,0.0425665564835072,0.668334543704987,0.0755341723561287,0.0687855109572411,0,0.0240875203162432,0,0
"ADJUCP","1000",0.00200626882724464,0.0653819963335991,0.682361304759979,0.00429914752021432,0.175310000777245,0,0.070641279220581,0,0
"UTUA2","1100",0.0059216907247901,0.0512165538966656,0.797248184680939,0.022066954523325,0.0999737530946732,0.0235728770494461,0,0,0
"UTUA5","1100",0.0539550520479679,0.0556037239730358,0.670795917510986,0.0515427216887474,0.0527332946658134,0,0.115369312465191,0,0
"YAUC3","1100",0.0547125563025475,0.0312419906258583,0.00471044797450304,0.0896210446953773,0.058324571698904,0,0.758852899074554,0,0.00253649731166661
"JUAN1","1100",0.00901714712381363,0.0280622448772192,0.706850647926331,0.0485799871385098,0.0361586958169937,0,0.171094462275505,0,0.000236867635976523
"LASM1*","1100",0.0077948565594852,0.0262662339955568,0.869432210922241,0.0383321978151798,0.058174517005682,0,0,0,0
"YAUC4*","1100",0.110818214714527,0.0148890530690551,0.102189503610134,0.0523970611393452,0.0825865045189857,0,0.637119650840759,0,0
"UTUA10","1100",0.0241152923554182,0.0525039918720722,0.837420701980591,0.0341025739908218,0.0518574006855488,0,0,0,0
"LASM2","1100",0.00521108787506819,0.0355772264301777,0.862804055213928,0.0194231458008289,0.0614315941929817,0,0,0.0155528858304024,0
"LASM3","1100",0.00530739314854145,0.0303922649472952,0.876312255859375,0.0202007349580526,0.0628131404519081,0,0,0.00497422041371465,0
"JUAN7*","1100",0.00111127551645041,0.0218162331730127,0.921211063861847,0.00647481763735414,0.0493866428732872,0,0,0,0
"MARI8*","1100",0.368123173713684,0.0793110057711601,0.124288067221642,0.0733527913689613,0.0983725339174271,0,0.256078720092773,0,0.000473735271953046
"PONC1*","1100",0.00165807351004332,0.0275405328720808,0.893820345401764,0.00795474369078875,0.0642407238483429,0,0,0.00478560477495193,0
"UTUA16*","1100",0.000838036008644849,0.0479080267250538,0.854040622711182,0.00589256174862385,0.0856359750032425,0,0,0.00568482326343656,0
"UTUA17*","1100",0.0220286902040243,0.0532613769173622,0.842854619026184,0.0142120579257607,0.0676432698965073,0,0,0,0
"UTUA18","1100",0.0314109437167645,0.0924027189612389,0.729343891143799,0.0126239424571395,0.134218499064445,0,0,0,0
"UTUA20*","1100",0.0090611893683672,0.0612912438809872,0.788313269615173,0.0316394343972206,0.0519828163087368,0,0,0.0536853298544884,0.00402674963697791
"UTUA30*","1100",0.0167454741895199,0.0561424903571606,0.841470241546631,0.0264514237642288,0.0580136366188526,0,0.00117670779582113,0,0
"JAYU2","1100",0.07499098777771,0.110206730663776,0.598922371864319,0.0346794202923775,0.113575592637062,0.000947470543906093,0.0662037134170532,0.000473735271953046,0
"JAYU3","1100",0.0779294520616531,0.0961491763591766,0.605835497379303,0.037425085902214,0.134566634893417,0.000947470543906093,0.0465467385947704,0.000599979248363525,0
"UTUA13","1100",0.0830918103456497,0.0375678613781929,0.752740681171417,0.0667065307497978,0.0561032369732857,0,0,0,0.00378988217562437
"ADJU7","1100",0.12600488960743,0.0671531781554222,0.429533302783966,0.113026760518551,0.0689245238900185,0.19464673101902,0.00071060290792957,0,0
"ADJU8","1100",0.123095273971558,0.050848163664341,0.752305448055267,0.0348376557230949,0.0389134809374809,0,0,0,0
"OROC1","1100",0.0387440770864487,0.0705348998308182,0.482158809900284,0.0109351687133312,0.0578645244240761,0,0.314907550811768,0.0248549971729517,0
"MARI2*","1100",0.0990677997469902,0.0369641967117786,0.726585268974304,0.0733209401369095,0.0532025955617428,0,0.0108592035248876,0,0
"MARI3*","1100",0.122421897947788,0.0465138256549835,0.659435570240021,0.0770567953586578,0.0648789033293724,0,0.0296930335462093,0,0
"ADJUCP","1100",0.00165807351004332,0.0624962784349918,0.654544532299042,0.00355301448144019,0.174867257475853,0,0.102880887687206,0,0
"UTUA2","1200",0.00534109864383936,0.0516465343534946,0.798826575279236,0.0199172832071781,0.0998773649334908,0.0243910904973745,0,0,0
"UTUA5","1200",0.0515367202460766,0.0530451871454716,0.667884588241577,0.0531616769731045,0.0470027811825275,0,0.127369046211243,0,0
"YAUC3","1200",0.0489940382540226,0.0328348651528358,0.00953154545277357,0.082240030169487,0.0585505850613117,0,0.76345431804657,0,0.00439459690824151
"JUAN1","1200",0.00984827429056168,0.0309314001351595,0.708028793334961,0.045013140887022,0.0322025753557682,0,0.173776745796204,0,0.00019903460633941
"LASM1*","1200",0.00697786035016179,0.0280550662428141,0.868211388587952,0.0357848480343819,0.060970813035965,0,0,0,0
"YAUC4*","1200",0.100215539336205,0.0187851097434759,0.125146359205246,0.0491612106561661,0.0860775262117386,0,0.620614230632782,0,0
"UTUA10","1200",0.0246461294591427,0.0500557497143745,0.8321413397789,0.0349839143455029,0.0555888973176479,0,0.00258392537944019,0,0
"LASM2","1200",0.00437876116484404,0.0372094884514809,0.866209506988525,0.016320837661624,0.0609426125884056,0,0,0.0149388033896685,0
"LASM3","1200",0.00618537329137325,0.0264702625572681,0.886252284049988,0.0175150446593761,0.059397280216217,0,0,0.0041797268204391,0
"JUAN7*","1200",0.0011942075798288,0.0210298392921686,0.923725545406342,0.00689917197450995,0.0464169345796108,0,0.000734304427169263,0,0
"MARI8*","1200",0.344449192285538,0.0743848532438278,0.139784350991249,0.0722250863909721,0.0903668701648712,0,0.278391540050507,0,0.00039806921267882
"PONC1*","1200",0.00209052511490881,0.0260265506803989,0.898920834064484,0.0073658898472786,0.0614164732396603,0,0,0.0041797268204391,0
"UTUA16*","1200",0.00377769768238068,0.0447320640087128,0.85469114780426,0.0112109323963523,0.0808113068342209,0,0,0.0047768303193152,0
"UTUA17*","1200",0.0185102187097073,0.0529931746423244,0.849341988563538,0.013395088724792,0.065759465098381,0,0,0,0
"UTUA18","1200",0.0289165340363979,0.0928659439086914,0.728720664978027,0.0107478685677052,0.138748988509178,0,0,0,0
"UTUA20*","1200",0.0129893384873867,0.0710216164588928,0.76659631729126,0.035740751773119,0.060299638658762,0,0,0.0493716411292553,0.00398069201037288
"UTUA30*","1200",0.02160320058465,0.0553470365703106,0.829574704170227,0.0328887030482292,0.0576229281723499,0,0.00296341814100742,0,0
"JAYU2","1200",0.0644057989120483,0.099882535636425,0.623589158058167,0.0302532594650984,0.103719882667065,0.00079613842535764,0.0758680328726768,0.00148516870103776,0
"JAYU3","1200",0.065482385456562,0.094963550567627,0.608406066894531,0.0314474664628506,0.125457212328911,0.00079613842535764,0.0728500261902809,0.000597103789914399,0
"UTUA13","1200",0.0784164443612099,0.0371333211660385,0.765183806419373,0.0643130987882614,0.0517687313258648,0,0,0,0.00318455370143056
"ADJU7","1200",0.120428092777729,0.0785693302750587,0.458867102861404,0.102081939578056,0.0667430087924004,0.172608867287636,0.000597103789914399,0,0.000104547485534567
"ADJU8","1200",0.106126368045807,0.0439154468476772,0.776307463645935,0.0357240810990334,0.0379266329109669,0,0,0,0
"OROC1","1200",0.0384957045316696,0.077179379761219,0.489825993776321,0.0113639589399099,0.0569387190043926,0,0.301955282688141,0.0242409184575081,0
"MARI2*","1200",0.104438684880733,0.0326234325766563,0.738022863864899,0.0646981447935104,0.0498043559491634,0,0.0104125123471022,0,0
"MARI3*","1200",0.130832701921463,0.0414837598800659,0.663409650325775,0.0713439956307411,0.0567507483065128,0,0.0361791327595711,0,0
"ADJUCP","1200",0.0013932422734797,0.0621046349406242,0.622442841529846,0.00338358827866614,0.178184419870377,0,0.132491245865822,0,0
"UTUA2","1300",0.00457897409796715,0.049578569829464,0.805927634239197,0.0173677206039429,0.0992242470383644,0.0219620559364557,0,0.00136081175878644,0
"UTUA5","1300",0.0491290017962456,0.0512813553214073,0.662934958934784,0.0522584766149521,0.0437833219766617,0,0.140612870454788,0,0
"YAUC3","1300",0.0445396639406681,0.0337880402803421,0.0144468760117888,0.0762093290686607,0.0633038952946663,0,0.76228529214859,0,0.00542693212628365
"JUAN1","1300",0.0104785384610295,0.0340964272618294,0.702931642532349,0.0403621159493923,0.0308952815830708,0,0.18106646835804,0,0.000169591628946364
"LASM1*","1300",0.00658751139417291,0.0268763676285744,0.867271542549133,0.0331806354224682,0.066084012389183,0,0,0,0
"YAUC4*","1300",0.098611555993557,0.0185754410922527,0.142278745770454,0.04807024076581,0.0823675990104675,0,0.610096454620361,0,0
"UTUA10","1300",0.0269813761115074,0.0463552325963974,0.829186141490936,0.0357150696218014,0.0572859831154346,0,0.00447621662169695,0,0
"LASM2","1300",0.00373101583682001,0.0349229611456394,0.872070670127869,0.0146516617387533,0.0596366040408611,0,0,0.0149870775640011,0
"LASM3","1300",0.00720256054773927,0.0244727190583944,0.891029596328735,0.0156394634395838,0.0579500235617161,0,0,0.00370569992810488,0
"JUAN7*","1300",0.00118714140262455,0.021071657538414,0.921916902065277,0.00712087890133262,0.0438369885087013,0,0.00486644729971886,0,0
"MARI8*","1300",0.32347097992897,0.0730468183755875,0.155670896172523,0.0712026357650757,0.0883742347359657,0,0.287895292043686,0,0.000339183257892728
"PONC1*","1300",0.00406880211085081,0.0269514936953783,0.902306854724884,0.00747357401996851,0.0556378476321697,0,0,0.00356142409145832,0
"UTUA16*","1300",0.00373101583682001,0.0494604185223579,0.843189120292664,0.011958516202867,0.087590791285038,0,0,0.00407019909471273,0
"UTUA17*","1300",0.0157723911106586,0.0539239384233952,0.851616382598877,0.0131510999053717,0.0655362606048584,0,0,0,0
"UTUA18","1300",0.0266075767576694,0.0946397334337234,0.729418277740479,0.00988344009965658,0.1393723487854,0,0,7.85883166827261e-05,0
"UTUA20*","1300",0.0166026391088963,0.0725260302424431,0.759264945983887,0.0412666983902454,0.0618020482361317,0,0,0.0449762791395187,0.00356142409145832
"UTUA30*","1300",0.0237608067691326,0.0554324574768543,0.824600458145142,0.0333031937479973,0.0569273866713047,0,0.00597577122971416,0,0
"JAYU2","1300",0.0549476854503155,0.0900515988469124,0.640422821044922,0.0262288339436054,0.0975610986351967,0.000678366515785456,0.0855054259300232,0.00460419338196516,0
"JAYU3","1300",0.055795643478632,0.0920551419258118,0.603044331073761,0.0267954766750336,0.123769074678421,0.000678366515785456,0.0973522514104843,0.000509738398250192,0
"UTUA13","1300",0.0736456662416458,0.0378459468483925,0.76763129234314,0.0651223734021187,0.0530412830412388,0,0,0,0.00271346606314182
"ADJU7","1300",0.11552632600069,0.0882019326090813,0.480299204587936,0.0946538001298904,0.0637506172060966,0.156380966305733,0.000508774886839092,0,0.000678366515785456
"ADJU8","1300",0.0940774902701378,0.0414765253663063,0.785570740699768,0.0398775227367878,0.0389977358281612,0,0,0,0
"OROC1","1300",0.0370348542928696,0.0902679488062859,0.482006549835205,0.0103331385180354,0.0602085031569004,0,0.29060760140419,0.0295414328575134,0
"MARI2*","1300",0.107959002256393,0.0296341851353645,0.740317225456238,0.0595748536288738,0.0490783229470253,0,0.013436472043395,0,0
"MARI3*","1300",0.135370478034019,0.03987867385149,0.671268582344055,0.0657330006361008,0.0501959398388863,0,0.0375533476471901,0,0
"ADJUCP","1300",0.00118714140262455,0.0623782612383366,0.598798453807831,0.00288305757567286,0.182890951633453,0.000169591628946364,0.151692599058151,0,0
"UTUA2","1400",0.0052575352601707,0.0496695935726166,0.801157414913177,0.0181921292096376,0.102480068802834,0.0198425035923719,0,0.00340072857216001,0
"UTUA5","1400",0.0462842136621475,0.0507614314556122,0.654595911502838,0.0501139312982559,0.0465809442102909,0,0.151663541793823,0,0
"YAUC3","1400",0.042760755866766,0.0314394310116768,0.0193911623209715,0.0709096118807793,0.0656018182635307,0,0.765217900276184,0,0.00467934412881732
"JUAN1","1400",0.00969611573964357,0.0390388481318951,0.694518268108368,0.0348644144833088,0.0301522426307201,0,0.191583842039108,0,0.000146229504025541
"LASM1*","1400",0.00628786906599998,0.0278077442198992,0.864317774772644,0.0326876230537891,0.0688989534974098,0,0,0,0
"YAUC4*","1400",0.0919630974531174,0.0190565083175898,0.154809638857841,0.0469459518790245,0.0788756459951401,0,0.608349084854126,0,0
"UTUA10","1400",0.02835388854146,0.045069944113493,0.818099558353424,0.0342026278376579,0.0611174143850803,0,0.0131565360352397,0,0
"LASM2","1400",0.00322569184936583,0.0317936353385448,0.874388575553894,0.0175081305205822,0.0573937855660915,0,0,0.0156902279704809,0
"LASM3","1400",0.00815300643444061,0.0246388558298349,0.883231401443481,0.0178301986306906,0.0622512735426426,0,0,0.00389530509710312,0
"JUAN7*","1400",0.00131517893169075,0.0211569685488939,0.915355265140533,0.00678309146314859,0.0425849035382271,0,0.0112253595143557,0.00157926522661,0
"MARI8*","1400",0.300332218408585,0.0714472532272339,0.173820853233337,0.0746413767337799,0.0851569175720215,0,0.294308960437775,0,0.000292459008051082
"PONC1*","1400",0.00414538430050015,0.0265720672905445,0.905201733112335,0.00847973767668009,0.051709733903408,0,0,0.00389134092256427,0
"UTUA16*","1400",0.00346627435646951,0.0543405786156654,0.8358553647995,0.0106281451880932,0.0922001153230667,0,0,0.00350950821302831,0
"UTUA17*","1400",0.0153260109946132,0.0538217984139919,0.846479415893555,0.017541840672493,0.0668309256434441,0,0,0,0
"UTUA18","1400",0.0278399419039488,0.0949125811457634,0.729058682918549,0.012219144962728,0.134538725018501,0,0,0.00143089506309479,0
"UTUA20*","1400",0.0220694579184055,0.0762687847018242,0.742713749408722,0.0470836609601974,0.0667690634727478,0,0,0.0420244485139847,0.00307081965729594
"UTUA30*","1400",0.0283839497715235,0.0575165264308453,0.811943650245667,0.0323158800601959,0.0599620305001736,0,0.00987795367836952,0,0
"JAYU2","1400",0.0474010966718197,0.0845673233270645,0.65455025434494,0.0229580327868462,0.0896064415574074,0.000584918016102165,0.0946831256151199,0.00564877176657319,0
"JAYU3","1400",0.048118032515049,0.0989597141742706,0.595807611942291,0.0231956820935011,0.118159919977188,0.000728876504581422,0.112508952617645,0.00252117495983839,0
"UTUA13","1400",0.0714060887694359,0.0389771312475204,0.767634332180023,0.0611047372221947,0.0585380867123604,0,0,0,0.00233967206440866
"ADJU7","1400",0.108243450522423,0.0909594222903252,0.507485568523407,0.0882531777024269,0.060855109244585,0.141591057181358,0.000438688526628539,0,0.00217349943704903
"ADJU8","1400",0.090213380753994,0.0402796566486359,0.77847284078598,0.048687644302845,0.0423464700579643,0,0,0,0
"OROC1","1400",0.0362927615642548,0.103106662631035,0.475269317626953,0.0106075564399362,0.0593779869377613,0,0.283077895641327,0.0322678126394749,0
"MARI2*","1400",0.105658248066902,0.0287094451487064,0.738871455192566,0.0537544451653957,0.0523469932377338,0,0.0206593982875347,0,0
"MARI3*","1400",0.129887297749519,0.0380951017141342,0.68448805809021,0.0592507570981979,0.0461736284196377,0,0.0421051867306232,0,0
"ADJUCP","1400",0.00139368197415024,0.0603767894208431,0.587531924247742,0.0026039204094559,0.18291312456131,0.000146229504025541,0.16503432393074,0,0
"UTUA2","1500",0.00795979984104633,0.0503896400332451,0.797942996025085,0.0214687194675207,0.101351819932461,0.0178298465907574,0,0.00305717159062624,0
"UTUA5","1500",0.0430874638259411,0.0544504337012768,0.652168035507202,0.0465769246220589,0.0480820871889591,0,0.155635014176369,0,0
"YAUC3","1500",0.0411961898207664,0.0285972338169813,0.0233062095940113,0.0628350749611855,0.0674256384372711,0,0.772563397884369,0,0.00407622894272208
"JUAN1","1500",0.00866198632866144,0.0383829586207867,0.689195513725281,0.030699098482728,0.0310546420514584,0,0.201878398656845,0,0.000127382154460065
"LASM1*","1500",0.00573219684883952,0.0315729193389416,0.85948234796524,0.0313831269741058,0.0718293339014053,0,0,0,0
"YAUC4*","1500",0.081730417907238,0.0223670788109303,0.163648203015327,0.042612336575985,0.078504741191864,0,0.611137211322784,0,0
"UTUA10","1500",0.028893668204546,0.0489118285477161,0.801609337329865,0.033028706908226,0.0619815364480019,0,0.0255749356001616,0,0
"LASM2","1500",0.00427661323919892,0.0321454145014286,0.874505639076233,0.0170883424580097,0.0559148751199245,0,0,0.0160690806806087,0
"LASM3","1500",0.0118513079360127,0.025243291631341,0.871689021587372,0.0195446722209454,0.0661166906356812,0,0,0.00555496476590633,0
"JUAN7*","1500",0.00453958148136735,0.0220135003328323,0.904708743095398,0.00709442794322968,0.0439737178385258,0,0.0152299497276545,0.00244003324769437,0
"MARI8*","1500",0.276343584060669,0.0753495469689369,0.196178317070007,0.0762251690030098,0.0839840769767761,0,0.291664510965347,0,0.00025476430892013
"PONC1*","1500",0.00441990327090025,0.0274483002722263,0.905008792877197,0.0086543457582593,0.0490578413009644,0,0,0.00541080720722675,0
"UTUA16*","1500",0.00318455370143056,0.049666877835989,0.839261651039124,0.00980865210294724,0.090923897922039,0.00342232664115727,0,0.00373200117610395,0
"UTUA17*","1500",0.0136713441461325,0.0557131953537464,0.841295003890991,0.0208463966846466,0.0684740394353867,0,0,0,0
"UTUA18","1500",0.028554467484355,0.0940435752272606,0.720724284648895,0.0166167318820953,0.13853232562542,0,0,0.00152858579531312,0
"UTUA20*","1500",0.0238546431064606,0.0755920931696892,0.735486507415771,0.0533016845583916,0.068475216627121,0,0,0.0405090227723122,0.0027808416634798
"UTUA30*","1500",0.0317967645823956,0.0555660836398602,0.794764757156372,0.0325748026371002,0.0666951984167099,0,0.0186023581773043,0,0
"JAYU2","1500",0.0419017560780048,0.0777431502938271,0.665990114212036,0.0201263800263405,0.0838516354560852,0.00050952861784026,0.102420002222061,0.00745739648118615,0
"JAYU3","1500",0.0428004004061222,0.0983252078294754,0.599684000015259,0.0209542941302061,0.111781612038612,0.00063691072864458,0.121623039245605,0.00419451110064983,0
"UTUA13","1500",0.0661561489105225,0.0379935540258884,0.776471495628357,0.0597729720175266,0.0573271736502647,0,0.000240525288973004,0,0.00203811447136104
"ADJU7","1500",0.0966579616069794,0.0900651961565018,0.536647379398346,0.0824811086058617,0.0605666972696781,0.12927557528019,0.000708584731910378,0.000158220747835003,0.00343925785273314
"ADJU8","1500",0.0874200090765953,0.0402526594698429,0.770591139793396,0.0566342510282993,0.045101884752512,0,0,0,0
"OROC1","1500",0.0373798757791519,0.111884064972401,0.468818217515945,0.0114325834438205,0.060299962759018,0,0.279022783041,0.031162466853857,0
"MARI2*","1500",0.10458917170763,0.0275254007428885,0.73501580953598,0.0496990792453289,0.053105928003788,0,0.0300645641982555,0,0
"MARI3*","1500",0.123831406235695,0.0364291556179523,0.686512231826782,0.0583935156464577,0.0448048636317253,0,0.0500288344919682,0,0
"ADJUCP","1500",0.0017421308439225,0.056810300797224,0.578592598438263,0.00361411180347204,0.178808718919754,0.000127382154460065,0.180304735898972,0,0
